Year, Latitude, Tilt Angle, Azimuth Angle
2018 ,28.58 ,10 ,-51

n, Time, Hour Angle, Declination, cosQ, cosQz, Ib, Id, Ig, F, It
143 ,8 : 30 ,52.5 ,0.358483 ,0.554165 ,0.668444 ,567.312 ,110.332 ,677.643 ,0.973491 ,600.399
143 ,8 : 45 ,48.75 ,0.358483 ,0.602852 ,0.710041 ,612.036 ,112.056 ,724.093 ,0.976051 ,650.951
143 ,9 : 0 ,45 ,0.358483 ,0.649521 ,0.749316 ,654.385 ,113.53 ,767.915 ,0.978143 ,698.87
143 ,9 : 15 ,41.25 ,0.358483 ,0.693973 ,0.786101 ,694.14 ,114.792 ,808.932 ,0.979863 ,743.995
143 ,9 : 30 ,37.5 ,0.358483 ,0.736017 ,0.820239 ,731.103 ,115.873 ,846.976 ,0.981284 ,786.225
143 ,9 : 45 ,33.75 ,0.358483 ,0.775472 ,0.851583 ,765.094 ,116.797 ,881.891 ,0.98246 ,825.498
143 ,10 : 0 ,30 ,0.358483 ,0.812171 ,0.879999 ,795.948 ,117.583 ,913.532 ,0.983433 ,861.778
143 ,10 : 15 ,26.25 ,0.358483 ,0.845955 ,0.905366 ,823.52 ,118.248 ,941.768 ,0.984235 ,895.032
143 ,10 : 30 ,22.5 ,0.358483 ,0.876681 ,0.927574 ,847.679 ,118.803 ,966.482 ,0.98489 ,925.223
143 ,10 : 45 ,18.75 ,0.358483 ,0.904216 ,0.946529 ,868.313 ,119.258 ,987.571 ,0.985417 ,952.289
143 ,11 : 0 ,15 ,0.358483 ,0.928442 ,0.96215 ,885.327 ,119.62 ,1004.95 ,0.985832 ,976.14
143 ,11 : 15 ,11.25 ,0.358483 ,0.949257 ,0.974369 ,898.641 ,119.896 ,1018.54 ,0.986143 ,996.655
143 ,11 : 30 ,7.5 ,0.358483 ,0.96657 ,0.983135 ,908.195 ,120.091 ,1028.29 ,0.986361 ,1013.68
143 ,11 : 45 ,3.75 ,0.358483 ,0.980308 ,0.988409 ,913.945 ,120.206 ,1034.15 ,0.986489 ,1027.07
143 ,12 : 0 ,0 ,0.358483 ,0.990412 ,0.99017 ,915.865 ,120.244 ,1036.11 ,0.986531 ,1036.65
143 ,12 : 15 ,-3.75 ,0.358483 ,0.996838 ,0.988409 ,913.945 ,120.206 ,1034.15 ,0.986489 ,1042.35
143 ,12 : 30 ,-7.5 ,0.358483 ,0.99956 ,0.983135 ,908.195 ,120.091 ,1028.29 ,0.986361 ,1044.16
143 ,12 : 45 ,-11.25 ,0.358483 ,0.998564 ,0.974369 ,898.641 ,119.896 ,1018.54 ,0.986143 ,1042.13
143 ,13 : 0 ,-15 ,0.358483 ,0.993857 ,0.96215 ,885.327 ,119.62 ,1004.95 ,0.985832 ,1036.33
143 ,13 : 15 ,-18.75 ,0.358483 ,0.985457 ,0.946529 ,868.313 ,119.258 ,987.571 ,0.985417 ,1026.82
143 ,13 : 30 ,-22.5 ,0.358483 ,0.973401 ,0.927574 ,847.679 ,118.803 ,966.482 ,0.98489 ,1013.61
143 ,13 : 45 ,-26.25 ,0.358483 ,0.95774 ,0.905366 ,823.52 ,118.248 ,941.768 ,0.984235 ,996.712
143 ,14 : 0 ,-30 ,0.358483 ,0.938542 ,0.879999 ,795.948 ,117.583 ,913.532 ,0.983433 ,976.078
143 ,14 : 15 ,-33.75 ,0.358483 ,0.915888 ,0.851583 ,765.094 ,116.797 ,881.891 ,0.98246 ,951.653
143 ,14 : 30 ,-37.5 ,0.358483 ,0.889876 ,0.820239 ,731.103 ,115.873 ,846.976 ,0.981284 ,923.364
143 ,14 : 45 ,-41.25 ,0.358483 ,0.860618 ,0.786101 ,694.14 ,114.792 ,808.932 ,0.979863 ,891.145
143 ,15 : 0 ,-45 ,0.358483 ,0.828237 ,0.749316 ,654.385 ,113.53 ,767.915 ,0.978143 ,854.944
143 ,15 : 15 ,-48.75 ,0.358483 ,0.792873 ,0.710041 ,612.036 ,112.056 ,724.093 ,0.976051 ,814.745
143 ,15 : 30 ,-52.5 ,0.358483 ,0.754678 ,0.668444 ,567.312 ,110.332 ,677.643 ,0.973491 ,770.576
143 ,15 : 45 ,-56.25 ,0.358483 ,0.713815 ,0.624704 ,520.45 ,108.305 ,628.755 ,0.970329 ,722.522
143 ,16 : 0 ,-60 ,0.358483 ,0.670459 ,0.579007 ,471.712 ,105.91 ,577.622 ,0.966381 ,670.724
143 ,16 : 15 ,-63.75 ,0.358483 ,0.624796 ,0.53155 ,421.39 ,103.058 ,524.448 ,0.961384 ,615.382
143 ,16 : 30 ,-67.5 ,0.358483 ,0.57702 ,0.482535 ,369.81 ,99.6308 ,469.441 ,0.954957 ,556.739
143 ,16 : 45 ,-71.25 ,0.358483 ,0.527338 ,0.432172 ,317.353 ,95.4617 ,412.815 ,0.946525 ,495.073
143 ,17 : 0 ,-75 ,0.358483 ,0.475961 ,0.380678 ,264.474 ,90.3169 ,354.791 ,0.935197 ,430.667
143 ,17 : 15 ,-78.75 ,0.358483 ,0.423109 ,0.328272 ,211.75 ,83.8557 ,295.606 ,0.919529 ,363.783
143 ,17 : 30 ,-82.5 ,0.358483 ,0.369009 ,0.27518 ,159.965 ,75.5706 ,235.536 ,0.897058 ,294.642
143 ,17 : 45 ,-86.25 ,0.358483 ,0.313893 ,0.221627 ,110.289 ,64.6925 ,174.982 ,0.863315 ,223.44
144 ,5 : 0 ,105 ,0.361829 ,-0.211102 ,-0.0432229 ,-2870.29 ,8632.87 ,5762.58 ,-1.24428 ,-5405.74
144 ,5 : 15 ,101.25 ,0.361829 ,-0.158317 ,0.00911687 ,3.73223e-008 ,5.32189e-007 ,5.69512e-007 ,0.126773 ,-1.15918e-007
144 ,5 : 30 ,97.5 ,0.361829 ,-0.104285 ,0.0621427 ,3.98246 ,8.33115 ,12.3136 ,0.542239 ,1.66528
144 ,5 : 45 ,93.75 ,0.361829 ,-0.0492385 ,0.115628 ,27.67 ,31.1094 ,58.7794 ,0.719888 ,19.6199
144 ,6 : 0 ,90 ,0.361829 ,0.00658791 ,0.169343 ,65.8549 ,50.5552 ,116.41 ,0.811396 ,54.2432
144 ,6 : 15 ,86.25 ,0.361829 ,0.0629548 ,0.223057 ,111.571 ,65.0247 ,176.596 ,0.86442 ,99.1046
144 ,6 : 30 ,82.5 ,0.361829 ,0.119621 ,0.276542 ,161.268 ,75.8106 ,237.079 ,0.897747 ,150.188
144 ,6 : 45 ,78.75 ,0.361829 ,0.176343 ,0.329568 ,213.037 ,84.0337 ,297.071 ,0.919982 ,205.091
144 ,7 : 0 ,75 ,0.361829 ,0.232879 ,0.381908 ,265.726 ,90.4522 ,356.179 ,0.935508 ,262.229
144 ,7 : 15 ,71.25 ,0.361829 ,0.288987 ,0.433338 ,318.56 ,95.5669 ,414.126 ,0.946746 ,320.446
144 ,7 : 30 ,67.5 ,0.361829 ,0.344425 ,0.483637 ,370.965 ,99.7141 ,470.679 ,0.955119 ,378.836
144 ,7 : 45 ,63.75 ,0.361829 ,0.398957 ,0.53259 ,422.489 ,103.125 ,525.614 ,0.961506 ,436.66
144 ,8 : 0 ,60 ,0.361829 ,0.45235 ,0.579987 ,472.755 ,105.965 ,578.72 ,0.966474 ,493.304
144 ,8 : 15 ,56.25 ,0.361829 ,0.504374 ,0.625627 ,521.436 ,108.35 ,629.787 ,0.970401 ,548.266
144 ,8 : 30 ,52.5 ,0.361829 ,0.554807 ,0.669312 ,568.243 ,110.369 ,678.613 ,0.973548 ,601.141
144 ,8 : 45 ,48.75 ,0.361829 ,0.603433 ,0.710856 ,612.914 ,112.089 ,725.003 ,0.976098 ,651.616
144 ,9 : 0 ,45 ,0.361829 ,0.650044 ,0.750082 ,655.212 ,113.558 ,768.769 ,0.978181 ,699.461
144 ,9 : 15 ,41.25 ,0.361829 ,0.69444 ,0.786821 ,694.918 ,114.816 ,809.734 ,0.979894 ,744.518
144 ,9 : 30 ,37.5 ,0.361829 ,0.736431 ,0.820915 ,731.836 ,115.893 ,847.73 ,0.98131 ,786.685
144 ,9 : 45 ,33.75 ,0.361829 ,0.775836 ,0.85222 ,765.785 ,116.815 ,882.6 ,0.982483 ,825.901
144 ,10 : 0 ,30 ,0.361829 ,0.812489 ,0.8806 ,796.601 ,117.6 ,914.201 ,0.983453 ,862.129
144 ,10 : 15 ,26.25 ,0.361829 ,0.846231 ,0.905935 ,824.139 ,118.262 ,942.401 ,0.984252 ,895.339
144 ,10 : 30 ,22.5 ,0.361829 ,0.876917 ,0.928115 ,848.268 ,118.816 ,967.084 ,0.984905 ,925.492
144 ,10 : 45 ,18.75 ,0.361829 ,0.904418 ,0.947046 ,868.877 ,119.27 ,988.146 ,0.985431 ,952.526
144 ,11 : 0 ,15 ,0.361829 ,0.928614 ,0.962647 ,885.869 ,119.632 ,1005.5 ,0.985844 ,976.351
144 ,11 : 15 ,11.25 ,0.361829 ,0.949402 ,0.974851 ,899.167 ,119.907 ,1019.07 ,0.986155 ,996.844
144 ,11 : 30 ,7.5 ,0.361829 ,0.966694 ,0.983606 ,908.709 ,120.101 ,1028.81 ,0.986372 ,1013.86
144 ,11 : 45 ,3.75 ,0.361829 ,0.980414 ,0.988874 ,914.452 ,120.216 ,1034.67 ,0.9865 ,1027.23
144 ,12 : 0 ,0 ,0.361829 ,0.990505 ,0.990632 ,916.369 ,120.255 ,1036.62 ,0.986543 ,1036.8
144 ,12 : 15 ,-3.75 ,0.361829 ,0.996924 ,0.988874 ,914.452 ,120.216 ,1034.67 ,0.9865 ,1042.49
144 ,12 : 30 ,-7.5 ,0.361829 ,0.999641 ,0.983606 ,908.709 ,120.101 ,1028.81 ,0.986372 ,1044.3
144 ,12 : 45 ,-11.25 ,0.361829 ,0.998647 ,0.974851 ,899.167 ,119.907 ,1019.07 ,0.986155 ,1042.27
144 ,13 : 0 ,-15 ,0.361829 ,0.993946 ,0.962647 ,885.869 ,119.632 ,1005.5 ,0.985844 ,1036.47
144 ,13 : 15 ,-18.75 ,0.361829 ,0.985556 ,0.947046 ,868.877 ,119.27 ,988.146 ,0.985431 ,1026.97
144 ,13 : 30 ,-22.5 ,0.361829 ,0.973516 ,0.928115 ,848.268 ,118.816 ,967.084 ,0.984905 ,1013.78
144 ,13 : 45 ,-26.25 ,0.361829 ,0.957875 ,0.905935 ,824.139 ,118.262 ,942.401 ,0.984252 ,996.903
144 ,14 : 0 ,-30 ,0.361829 ,0.9387 ,0.8806 ,796.601 ,117.6 ,914.201 ,0.983453 ,976.302
144 ,14 : 15 ,-33.75 ,0.361829 ,0.916075 ,0.85222 ,765.785 ,116.815 ,882.6 ,0.982483 ,951.916
144 ,14 : 30 ,-37.5 ,0.361829 ,0.890096 ,0.820915 ,731.836 ,115.893 ,847.73 ,0.98131 ,923.676
144 ,14 : 45 ,-41.25 ,0.361829 ,0.860874 ,0.786821 ,694.918 ,114.816 ,809.734 ,0.979894 ,891.513
144 ,15 : 0 ,-45 ,0.361829 ,0.828534 ,0.750082 ,655.212 ,113.558 ,768.769 ,0.978181 ,855.376
144 ,15 : 15 ,-48.75 ,0.361829 ,0.793216 ,0.710856 ,612.914 ,112.089 ,725.003 ,0.976098 ,815.25
144 ,15 : 30 ,-52.5 ,0.361829 ,0.755068 ,0.669312 ,568.243 ,110.369 ,678.613 ,0.973548 ,771.162
144 ,15 : 45 ,-56.25 ,0.361829 ,0.714257 ,0.625627 ,521.436 ,108.35 ,629.787 ,0.970401 ,723.195
144 ,16 : 0 ,-60 ,0.361829 ,0.670955 ,0.579987 ,472.755 ,105.965 ,578.72 ,0.966474 ,671.492
144 ,16 : 15 ,-63.75 ,0.361829 ,0.625349 ,0.53259 ,422.489 ,103.125 ,525.614 ,0.961506 ,616.25
144 ,16 : 30 ,-67.5 ,0.361829 ,0.577634 ,0.483637 ,370.965 ,99.7141 ,470.679 ,0.955119 ,557.715
144 ,16 : 45 ,-71.25 ,0.361829 ,0.528014 ,0.433338 ,318.56 ,95.5669 ,414.126 ,0.946746 ,496.163
144 ,17 : 0 ,-75 ,0.361829 ,0.476702 ,0.381908 ,265.726 ,90.4522 ,356.179 ,0.935508 ,431.878
144 ,17 : 15 ,-78.75 ,0.361829 ,0.423917 ,0.329568 ,213.037 ,84.0337 ,297.071 ,0.919982 ,365.126
144 ,17 : 30 ,-82.5 ,0.361829 ,0.369885 ,0.276542 ,161.268 ,75.8106 ,237.079 ,0.897747 ,296.132
144 ,17 : 45 ,-86.25 ,0.361829 ,0.314838 ,0.223057 ,111.571 ,65.0247 ,176.596 ,0.86442 ,225.094
145 ,5 : 0 ,105 ,0.365068 ,-0.209543 ,-0.041513 ,-3263.26 ,10219.1 ,6955.79 ,-1.15838 ,-6273.07
145 ,5 : 15 ,101.25 ,0.365068 ,-0.156823 ,0.0107624 ,8.57389e-007 ,1.03565e-005 ,1.12139e-005 ,0.14707 ,-2.13668e-006
145 ,5 : 30 ,97.5 ,0.365068 ,-0.102858 ,0.0637229 ,4.38261 ,8.94088 ,13.3235 ,0.549676 ,1.88657
145 ,5 : 45 ,93.75 ,0.365068 ,-0.0478786 ,0.117142 ,28.5927 ,31.7311 ,60.3238 ,0.72331 ,20.3531
145 ,6 : 0 ,90 ,0.365068 ,0.00787904 ,0.170791 ,67.0094 ,51.0053 ,118.015 ,0.813208 ,55.2539
145 ,6 : 15 ,86.25 ,0.365068 ,0.0641766 ,0.22444 ,112.812 ,65.3432 ,178.156 ,0.865475 ,100.237
145 ,6 : 30 ,82.5 ,0.365068 ,0.120773 ,0.277859 ,162.528 ,76.0408 ,238.568 ,0.898406 ,151.36
145 ,6 : 45 ,78.75 ,0.365068 ,0.177425 ,0.330819 ,214.281 ,84.2045 ,298.485 ,0.920416 ,206.256
145 ,7 : 0 ,75 ,0.365068 ,0.233892 ,0.383095 ,266.935 ,90.5822 ,357.517 ,0.935806 ,263.36
145 ,7 : 15 ,71.25 ,0.365068 ,0.28993 ,0.434461 ,319.723 ,95.6679 ,415.391 ,0.946958 ,321.524
145 ,7 : 30 ,67.5 ,0.365068 ,0.3453 ,0.484698 ,372.077 ,99.794 ,471.871 ,0.955274 ,379.85
145 ,7 : 45 ,63.75 ,0.365068 ,0.399765 ,0.533591 ,423.547 ,103.19 ,526.737 ,0.961622 ,437.602
145 ,8 : 0 ,60 ,0.365068 ,0.453092 ,0.58093 ,473.758 ,106.017 ,579.775 ,0.966563 ,494.17
145 ,8 : 15 ,56.25 ,0.365068 ,0.505053 ,0.626513 ,522.384 ,108.394 ,630.778 ,0.970471 ,549.054
145 ,8 : 30 ,52.5 ,0.365068 ,0.555423 ,0.670145 ,569.137 ,110.406 ,679.543 ,0.973603 ,601.852
145 ,8 : 45 ,48.75 ,0.365068 ,0.60399 ,0.711638 ,613.756 ,112.119 ,725.875 ,0.976142 ,652.253
145 ,9 : 0 ,45 ,0.365068 ,0.650543 ,0.750815 ,656.003 ,113.584 ,769.587 ,0.978217 ,700.026
145 ,9 : 15 ,41.25 ,0.365068 ,0.694884 ,0.787509 ,695.663 ,114.838 ,810.501 ,0.979924 ,745.016
145 ,9 : 30 ,37.5 ,0.365068 ,0.736823 ,0.821562 ,732.537 ,115.913 ,848.45 ,0.981336 ,787.121
145 ,9 : 45 ,33.75 ,0.365068 ,0.77618 ,0.852827 ,766.445 ,116.832 ,883.277 ,0.982504 ,826.281
145 ,10 : 0 ,30 ,0.365068 ,0.812788 ,0.881173 ,797.224 ,117.615 ,914.838 ,0.983471 ,862.46
145 ,10 : 15 ,26.25 ,0.365068 ,0.846488 ,0.906476 ,824.728 ,118.276 ,943.004 ,0.984269 ,895.627
145 ,10 : 30 ,22.5 ,0.365068 ,0.877137 ,0.928629 ,848.828 ,118.828 ,967.656 ,0.98492 ,925.743
145 ,10 : 45 ,18.75 ,0.365068 ,0.904603 ,0.947537 ,869.411 ,119.281 ,988.692 ,0.985445 ,952.745
145 ,11 : 0 ,15 ,0.365068 ,0.92877 ,0.963119 ,886.383 ,119.642 ,1006.03 ,0.985857 ,976.544
145 ,11 : 15 ,11.25 ,0.365068 ,0.949532 ,0.975308 ,899.665 ,119.917 ,1019.58 ,0.986167 ,997.017
145 ,11 : 30 ,7.5 ,0.365068 ,0.966803 ,0.984052 ,909.195 ,120.111 ,1029.31 ,0.986383 ,1014.01
145 ,11 : 45 ,3.75 ,0.365068 ,0.980506 ,0.989313 ,914.931 ,120.226 ,1035.16 ,0.986511 ,1027.37
145 ,12 : 0 ,0 ,0.365068 ,0.990585 ,0.991069 ,916.846 ,120.264 ,1037.11 ,0.986553 ,1036.94
145 ,12 : 15 ,-3.75 ,0.365068 ,0.996995 ,0.989313 ,914.931 ,120.226 ,1035.16 ,0.986511 ,1042.62
145 ,12 : 30 ,-7.5 ,0.365068 ,0.99971 ,0.984052 ,909.195 ,120.111 ,1029.31 ,0.986383 ,1044.42
145 ,12 : 45 ,-11.25 ,0.365068 ,0.998717 ,0.975308 ,899.665 ,119.917 ,1019.58 ,0.986167 ,1042.39
145 ,13 : 0 ,-15 ,0.365068 ,0.994021 ,0.963119 ,886.383 ,119.642 ,1006.03 ,0.985857 ,1036.6
145 ,13 : 15 ,-18.75 ,0.365068 ,0.985642 ,0.947537 ,869.411 ,119.281 ,988.692 ,0.985445 ,1027.1
145 ,13 : 30 ,-22.5 ,0.365068 ,0.973616 ,0.928629 ,848.828 ,118.828 ,967.656 ,0.98492 ,1013.93
145 ,13 : 45 ,-26.25 ,0.365068 ,0.957995 ,0.906476 ,824.728 ,118.276 ,943.004 ,0.984269 ,997.078
145 ,14 : 0 ,-30 ,0.365068 ,0.938844 ,0.881173 ,797.224 ,117.615 ,914.838 ,0.983471 ,976.507
145 ,14 : 15 ,-33.75 ,0.365068 ,0.916247 ,0.852827 ,766.445 ,116.832 ,883.277 ,0.982504 ,952.16
145 ,14 : 30 ,-37.5 ,0.365068 ,0.8903 ,0.821562 ,732.537 ,115.913 ,848.45 ,0.981336 ,923.967
145 ,14 : 45 ,-41.25 ,0.365068 ,0.861114 ,0.787509 ,695.663 ,114.838 ,810.501 ,0.979924 ,891.858
145 ,15 : 0 ,-45 ,0.365068 ,0.828814 ,0.750815 ,656.003 ,113.584 ,769.587 ,0.978217 ,855.785
145 ,15 : 15 ,-48.75 ,0.365068 ,0.793538 ,0.711638 ,613.756 ,112.119 ,725.875 ,0.976142 ,815.73
145 ,15 : 30 ,-52.5 ,0.365068 ,0.755438 ,0.670145 ,569.137 ,110.406 ,679.543 ,0.973603 ,771.72
145 ,15 : 45 ,-56.25 ,0.365068 ,0.714677 ,0.626513 ,522.384 ,108.394 ,630.778 ,0.970471 ,723.838
145 ,16 : 0 ,-60 ,0.365068 ,0.671429 ,0.58093 ,473.758 ,106.017 ,579.775 ,0.966563 ,672.227
145 ,16 : 15 ,-63.75 ,0.365068 ,0.625879 ,0.533591 ,423.547 ,103.19 ,526.737 ,0.961622 ,617.083
145 ,16 : 30 ,-67.5 ,0.365068 ,0.578222 ,0.484698 ,372.077 ,99.794 ,471.871 ,0.955274 ,558.652
145 ,16 : 45 ,-71.25 ,0.365068 ,0.528663 ,0.434461 ,319.723 ,95.6679 ,415.391 ,0.946958 ,497.21
145 ,17 : 0 ,-75 ,0.365068 ,0.477414 ,0.383095 ,266.935 ,90.5822 ,357.517 ,0.935806 ,433.043
145 ,17 : 15 ,-78.75 ,0.365068 ,0.424694 ,0.330819 ,214.281 ,84.2045 ,298.485 ,0.920416 ,366.419
145 ,17 : 30 ,-82.5 ,0.365068 ,0.370729 ,0.277859 ,162.528 ,76.0408 ,238.568 ,0.898406 ,297.566
145 ,17 : 45 ,-86.25 ,0.365068 ,0.31575 ,0.22444 ,112.812 ,65.3432 ,178.156 ,0.865475 ,226.688
146 ,5 : 0 ,105 ,0.368199 ,-0.208034 ,-0.0398597 ,-3739.44 ,12195.9 ,8456.5 ,-1.07993 ,-7341.62
146 ,5 : 15 ,101.25 ,0.368199 ,-0.155377 ,0.0123529 ,8.17823e-006 ,8.60668e-005 ,9.4245e-005 ,0.166023 ,-1.67987e-005
146 ,5 : 30 ,97.5 ,0.368199 ,-0.101477 ,0.0652498 ,4.78899 ,9.54131 ,14.3303 ,0.556692 ,2.11592
146 ,5 : 45 ,93.75 ,0.368199 ,-0.0465637 ,0.118605 ,29.4942 ,32.3279 ,61.8221 ,0.726556 ,21.0721
146 ,6 : 0 ,90 ,0.368199 ,0.00912697 ,0.172189 ,68.1289 ,51.4363 ,119.565 ,0.814933 ,56.2354
146 ,6 : 15 ,86.25 ,0.368199 ,0.0653569 ,0.225773 ,114.013 ,65.6483 ,179.661 ,0.866482 ,101.333
146 ,6 : 30 ,82.5 ,0.368199 ,0.121885 ,0.279128 ,163.744 ,76.2614 ,240.005 ,0.899036 ,152.492
146 ,6 : 45 ,78.75 ,0.368199 ,0.17847 ,0.332025 ,215.48 ,84.3683 ,299.848 ,0.920831 ,207.381
146 ,7 : 0 ,75 ,0.368199 ,0.234868 ,0.384238 ,268.1 ,90.7068 ,358.806 ,0.936091 ,264.45
146 ,7 : 15 ,71.25 ,0.368199 ,0.290839 ,0.435542 ,320.843 ,95.7647 ,416.608 ,0.947161 ,322.562
146 ,7 : 30 ,67.5 ,0.368199 ,0.346143 ,0.485719 ,373.147 ,99.8707 ,473.017 ,0.955422 ,380.825
146 ,7 : 45 ,63.75 ,0.368199 ,0.400542 ,0.534553 ,424.564 ,103.251 ,527.816 ,0.961733 ,438.507
146 ,8 : 0 ,60 ,0.368199 ,0.453805 ,0.581836 ,474.721 ,106.067 ,580.789 ,0.966648 ,495.001
146 ,8 : 15 ,56.25 ,0.368199 ,0.505703 ,0.627364 ,523.294 ,108.435 ,631.729 ,0.970537 ,549.81
146 ,8 : 30 ,52.5 ,0.368199 ,0.556014 ,0.670943 ,569.994 ,110.44 ,680.435 ,0.973656 ,602.533
146 ,8 : 45 ,48.75 ,0.368199 ,0.604521 ,0.712386 ,614.562 ,112.148 ,726.71 ,0.976184 ,652.86
146 ,9 : 0 ,45 ,0.368199 ,0.651019 ,0.751517 ,656.761 ,113.609 ,770.369 ,0.978252 ,700.565
146 ,9 : 15 ,41.25 ,0.368199 ,0.695307 ,0.788166 ,696.374 ,114.86 ,811.234 ,0.979953 ,745.49
146 ,9 : 30 ,37.5 ,0.368199 ,0.737195 ,0.822178 ,733.205 ,115.932 ,849.136 ,0.98136 ,787.535
146 ,9 : 45 ,33.75 ,0.368199 ,0.776505 ,0.853406 ,767.073 ,116.849 ,883.921 ,0.982525 ,826.641
146 ,10 : 0 ,30 ,0.368199 ,0.813069 ,0.881718 ,797.815 ,117.629 ,915.445 ,0.983489 ,862.772
146 ,10 : 15 ,26.25 ,0.368199 ,0.846728 ,0.906991 ,825.287 ,118.289 ,943.576 ,0.984284 ,895.897
146 ,10 : 30 ,22.5 ,0.368199 ,0.87734 ,0.929117 ,849.358 ,118.84 ,968.199 ,0.984934 ,925.976
146 ,10 : 45 ,18.75 ,0.368199 ,0.904774 ,0.948002 ,869.917 ,119.292 ,989.21 ,0.985457 ,952.948
146 ,11 : 0 ,15 ,0.368199 ,0.928911 ,0.963565 ,886.869 ,119.652 ,1006.52 ,0.985868 ,976.721
146 ,11 : 15 ,11.25 ,0.368199 ,0.949649 ,0.975739 ,900.135 ,119.927 ,1020.06 ,0.986178 ,997.175
146 ,11 : 30 ,7.5 ,0.368199 ,0.966898 ,0.984473 ,909.654 ,120.12 ,1029.77 ,0.986393 ,1014.16
146 ,11 : 45 ,3.75 ,0.368199 ,0.980586 ,0.989728 ,915.383 ,120.235 ,1035.62 ,0.986521 ,1027.5
146 ,12 : 0 ,0 ,0.368199 ,0.990652 ,0.991482 ,917.296 ,120.273 ,1037.57 ,0.986563 ,1037.06
146 ,12 : 15 ,-3.75 ,0.368199 ,0.997055 ,0.989728 ,915.383 ,120.235 ,1035.62 ,0.986521 ,1042.73
146 ,12 : 30 ,-7.5 ,0.368199 ,0.999766 ,0.984473 ,909.654 ,120.12 ,1029.77 ,0.986393 ,1044.53
146 ,12 : 45 ,-11.25 ,0.368199 ,0.998775 ,0.975739 ,900.135 ,119.927 ,1020.06 ,0.986178 ,1042.49
146 ,13 : 0 ,-15 ,0.368199 ,0.994084 ,0.963565 ,886.869 ,119.652 ,1006.52 ,0.985868 ,1036.71
146 ,13 : 15 ,-18.75 ,0.368199 ,0.985716 ,0.948002 ,869.917 ,119.292 ,989.21 ,0.985457 ,1027.22
146 ,13 : 30 ,-22.5 ,0.368199 ,0.973704 ,0.929117 ,849.358 ,118.84 ,968.199 ,0.984934 ,1014.07
146 ,13 : 45 ,-26.25 ,0.368199 ,0.958101 ,0.906991 ,825.287 ,118.289 ,943.576 ,0.984284 ,997.237
146 ,14 : 0 ,-30 ,0.368199 ,0.938973 ,0.881718 ,797.815 ,117.629 ,915.445 ,0.983489 ,976.696
146 ,14 : 15 ,-33.75 ,0.368199 ,0.916403 ,0.853406 ,767.073 ,116.849 ,883.921 ,0.982525 ,952.387
146 ,14 : 30 ,-37.5 ,0.368199 ,0.890487 ,0.822178 ,733.205 ,115.932 ,849.136 ,0.98136 ,924.239
146 ,14 : 45 ,-41.25 ,0.368199 ,0.861336 ,0.788166 ,696.374 ,114.86 ,811.234 ,0.979953 ,892.183
146 ,15 : 0 ,-45 ,0.368199 ,0.829075 ,0.751517 ,656.761 ,113.609 ,770.369 ,0.978252 ,856.171
146 ,15 : 15 ,-48.75 ,0.368199 ,0.793842 ,0.712386 ,614.562 ,112.148 ,726.71 ,0.976184 ,816.184
146 ,15 : 30 ,-52.5 ,0.368199 ,0.755788 ,0.670943 ,569.994 ,110.44 ,680.435 ,0.973656 ,772.25
146 ,15 : 45 ,-56.25 ,0.368199 ,0.715075 ,0.627364 ,523.294 ,108.435 ,631.729 ,0.970537 ,724.451
146 ,16 : 0 ,-60 ,0.368199 ,0.671879 ,0.581836 ,474.721 ,106.067 ,580.789 ,0.966648 ,672.929
146 ,16 : 15 ,-63.75 ,0.368199 ,0.626384 ,0.534553 ,424.564 ,103.251 ,527.816 ,0.961733 ,617.88
146 ,16 : 30 ,-67.5 ,0.368199 ,0.578785 ,0.485719 ,373.147 ,99.8707 ,473.017 ,0.955422 ,559.549
146 ,16 : 45 ,-71.25 ,0.368199 ,0.529285 ,0.435542 ,320.843 ,95.7647 ,416.608 ,0.947161 ,498.214
146 ,17 : 0 ,-75 ,0.368199 ,0.478098 ,0.384238 ,268.1 ,90.7068 ,358.806 ,0.936091 ,434.162
146 ,17 : 15 ,-78.75 ,0.368199 ,0.425441 ,0.332025 ,215.48 ,84.3683 ,299.848 ,0.920831 ,367.662
146 ,17 : 30 ,-82.5 ,0.368199 ,0.371541 ,0.279128 ,163.744 ,76.2614 ,240.005 ,0.899036 ,298.947
146 ,17 : 45 ,-86.25 ,0.368199 ,0.316628 ,0.225773 ,114.013 ,65.6483 ,179.661 ,0.866482 ,228.222
147 ,5 : 0 ,105 ,0.371221 ,-0.206575 ,-0.0382637 ,-4320.17 ,14677.7 ,10357.5 ,-1.00819 ,-8667.38
147 ,5 : 15 ,101.25 ,0.371221 ,-0.15398 ,0.0138878 ,4.4803e-005 ,0.000419389 ,0.000464192 ,0.183721 ,-7.73469e-005
147 ,5 : 30 ,97.5 ,0.371221 ,-0.100143 ,0.0667228 ,5.19933 ,10.1302 ,15.3295 ,0.563306 ,2.35183
147 ,5 : 45 ,93.75 ,0.371221 ,-0.0452941 ,0.120015 ,30.3731 ,32.9 ,63.2731 ,0.729633 ,21.7754
147 ,6 : 0 ,90 ,0.371221 ,0.0103313 ,0.173537 ,69.2127 ,51.8486 ,121.061 ,0.816573 ,57.187
147 ,6 : 15 ,86.25 ,0.371221 ,0.0664954 ,0.227059 ,115.172 ,65.9403 ,181.112 ,0.867441 ,102.393
